Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,86.86006927490234,118944600
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,87.08997344970703,111579900
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,87.15131378173828,116074400
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,87.51922607421875,131091100
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,87.81044006347656,126402800
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,87.93305969238281,106375700
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,87.1130142211914,163333500
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,87.84877014160156,161822000
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,88.08634185791016,115718800
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,87.09761047363281,212283100
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,88.18600463867188,139172700
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,87.28924560546875,216490200
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,85.61077880859375,344859600
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,83.70236206054688,345942400
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,84.13155364990234,186937500
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,83.77900695800781,211168800
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,84.17753601074219,271863600
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,83.2118148803711,316104000
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,82.30744171142578,310677600
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,83.58736419677734,187865000
2010-02-02,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,84.59908294677734,216327900
2010-02-03,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,84.17753601074219,172730700
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,81.5793228149414,356715700
2010-02-05,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,81.74793243408203,493585800
2010-02-08,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,81.15780639648438,224166900
2010-02-09,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,82.17713928222656,337820500
2010-02-10,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,82.01619720458984,240511500
2010-02-11,106.87000274658203,108.25,106.25,108.12999725341797,82.87458801269531,223591600
2010-02-12,106.98999786376953,108.0999984741211,106.51000213623047,108.04000091552734,82.80561828613281,304622100
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376953,84.10855865478516,159317500
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376953,110.26000213623047,84.5071029663086,168845100
2010-02-18,110.08000183105469,111.13999938964844,110.04000091552734,110.91000366210938,85.00530242919922,193708600
2010-02-19,110.62000274658203,111.56999969482422,110.36000061035156,111.13999938964844,85.18155670166016,222684900
2010-02-22,111.55000305175781,111.58000183105469,110.83000183105469,111.16000366210938,85.1968994140625,132346900
2010-02-23,110.86000061035156,111.19999694824219,109.5199966430664,109.80999755859375,84.16218566894531,207497000
2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,84.93630981445312,176350700
2010-02-25,109.23999786376953,110.75,108.94000244140625,110.66999816894531,84.82134246826172,259634700
2010-02-26,110.7699966430664,111.12000274658203,110.11000061035156,110.73999786376953,84.87499237060547,173589300
2010-03-01,111.19999694824219,112.0,111.16999816894531,111.88999938964844,85.7563705444336,147709700
